/Users/harry/Desktop/Data/IMG/center_2020_04_21_00_55_53_551.jpg, /Users/harry/Desktop/Data/IMG/left_2020_04_21_00_55_53_551.jpg, /Users/harry/Desktop/Data/IMG/right_2020_04_21_00_55_53_551.jpg, 0, 0, 0, 7.794789E-05
/Users/harry/Desktop/Data/IMG/center_2020_04_21_00_55_53_664.jpg, /Users/harry/Desktop/Data/IMG/left_2020_04_21_00_55_53_664.jpg, /Users/harry/Desktop/Data/IMG/right_2020_04_21_00_55_53_664.jpg, 0, 0, 0, 7.878964E-05
/Users/harry/Desktop/Data/IMG/center_2020_04_21_00_55_53_766.jpg, /Users/harry/Desktop/Data/IMG/left_2020_04_21_00_55_53_766.jpg, /Users/harry/Desktop/Data/IMG/right_2020_04_21_00_55_53_766.jpg, 0, 0, 0, 7.770884E-05
/Users/harry/Desktop/Data/IMG/center_2020_04_21_00_55_53_886.jpg, /Users/harry/Desktop/Data/IMG/left_2020_04_21_00_55_53_886.jpg, /Users/harry/Desktop/Data/IMG/right_2020_04_21_00_55_53_886.jpg, 0, 0, 0, 7.837007E-05
/Users/harry/Desktop/Data/IMG/center_2020_04_21_00_55_53_997.jpg, /Users/harry/Desktop/Data/IMG/left_2020_04_21_00_55_53_997.jpg, /Users/harry/Desktop/Data/IMG/right_2020_04_21_00_55_53_997.jpg, 0, 0, 0, 7.833735E-05
/Users/harry/Desktop/Data/IMG/center_2020_04_21_00_55_54_106.jpg, /Users/harry/Desktop/Data/IMG/left_2020_04_21_00_55_54_106.jpg, /Users/harry/Desktop/Data/IMG/right_2020_04_21_00_55_54_106.jpg, 0, 0, 0, 7.796293E-05
/Users/harry/Desktop/Data/IMG/center_2020_04_21_00_55_54_215.jpg, /Users/harry/Desktop/Data/IMG/left_2020_04_21_00_55_54_215.jpg, /Users/harry/Desktop/Data/IMG/right_2020_04_21_00_55_54_215.jpg, 0, 0, 0, 7.796952E-05
/Users/harry/Desktop/Data/IMG/center_2020_04_21_00_55_54_316.jpg, /Users/harry/Desktop/Data/IMG/left_2020_04_21_00_55_54_316.jpg, /Users/harry/Desktop/Data/IMG/right_2020_04_21_00_55_54_316.jpg, 0, 0, 0, 7.809659E-05
/Users/harry/Desktop/Data/IMG/center_2020_04_21_00_55_54_433.jpg, /Users/harry/Desktop/Data/IMG/left_2020_04_21_00_55_54_433.jpg, /Users/harry/Desktop/Data/IMG/right_2020_04_21_00_55_54_433.jpg, 0, 0, 0, 7.955441E-05
/Users/harry/Desktop/Data/IMG/center_2020_04_21_00_55_54_536.jpg, /Users/harry/Desktop/Data/IMG/left_2020_04_21_00_55_54_536.jpg, /Users/harry/Desktop/Data/IMG/right_2020_04_21_00_55_54_536.jpg, 0, 0, 0, 7.838998E-05
